date,day,weather,student_count,event,food_prepared_kg,food_consumed_kg,waste_kg,meal_type,menu_complexity,crowd_density,cost_per_kg,total_food_cost,waste_cost
2023-06-28,Wednesday,Cloudy,201,,99.7,80.28,19.42,Lunch,Complex,0.5742857142857143,73.70308741079846,7348.197814856607,1431.3139575177063
2023-06-29,Thursday,Humid,395,Fest,166.5,150.58,15.92,Breakfast,Medium,1.1285714285714286,46.203569023069164,7692.894242341016,735.5608188472611
2023-06-30,Friday,Rainy,236,Sports Day,99.92,84.8,15.12,Breakfast,Medium,0.6742857142857143,49.38742277629883,4934.791283807779,746.7378323776383
2023-07-01,Saturday,Sunny,360,Seminar,186.5,173.6,12.91,Dinner,Medium,1.0285714285714285,100.76239077111109,18792.18587881222,1300.8424648550442
2023-07-02,Sunday,Sunny,326,Seminar,179.71,138.58,41.13,Lunch,Simple,0.9314285714285714,73.28502401652096,13170.051666008983,3014.213037799507
2023-07-03,Monday,Cloudy,359,Seminar,152.31,127.18,25.13,Breakfast,Complex,1.0257142857142858,38.50584295217696,5864.824940046074,967.651833388207
2023-07-04,Tuesday,Cloudy,256,,122.79,93.63,29.16,Dinner,Complex,0.7314285714285714,108.53249014686605,13326.704465133684,3164.807412682614
2023-07-05,Wednesday,Cloudy,236,,119.28,100.97,18.31,Breakfast,Simple,0.6742857142857143,37.31873752220199,4451.379011648253,683.3060840315185
2023-07-06,Thursday,Humid,211,Seminar,120.62,110.58,10.04,Breakfast,Simple,0.6028571428571429,49.36414291597738,5954.302918525192,495.61599487641286
2023-07-07,Friday,Humid,212,Fest,110.72,87.52,23.2,Lunch,Medium,0.6057142857142858,79.58252302279053,8811.376949083367,1846.3145341287402
2023-07-08,Saturday,Rainy,292,Fest,130.97,103.7,27.27,Dinner,Medium,0.8342857142857143,97.38697198121791,12754.77172038011,2655.7427259278124
2023-07-09,Sunday,Sunny,330,Fest,172.86,137.38,35.48,Lunch,Complex,0.9428571428571428,72.81565786792217,12586.914619049026,2583.4995411538785
2023-07-10,Monday,Sunny,341,Seminar,194.22,177.31,16.92,Dinner,Simple,0.9742857142857143,78.35994495153057,15219.068508486267,1325.8502685798974
2023-07-11,Tuesday,Rainy,376,Seminar,224.58,193.08,31.5,Lunch,Simple,1.0742857142857143,61.27101000258048,13760.243426379526,1930.036815081285
2023-07-12,Wednesday,Rainy,193,,110.05,93.71,16.35,Breakfast,Complex,0.5514285714285714,41.29426494192271,4544.4338568585945,675.1612318004364
2023-07-13,Thursday,Humid,228,Sports Day,127.76,99.4,28.36,Breakfast,Simple,0.6514285714285715,35.100467566033885,4484.435736236489,995.449260172721
2023-07-14,Friday,Humid,335,Sports Day,166.88,151.56,15.32,Lunch,Simple,0.9571428571428572,64.467132667181,10758.275099499166,987.636472461213
2023-07-15,Saturday,Rainy,338,,198.68,187.45,11.24,Dinner,Complex,0.9657142857142857,70.52940589507736,14012.78236323397,792.7505222606695
2023-07-16,Sunday,Humid,320,,159.5,142.88,16.62,Breakfast,Medium,0.9142857142857143,40.43277875818955,6449.028211931233,671.9927829611104
2023-07-17,Monday,Rainy,358,Fest,194.75,147.45,47.3,Breakfast,Complex,1.022857142857143,44.14100735479514,8596.461182346355,2087.86964788181
2023-07-18,Tuesday,Rainy,150,,83.09,67.5,15.6,Dinner,Simple,0.42857142857142855,108.89872144491555,9048.394764858034,1698.8200545406826
2023-07-19,Wednesday,Sunny,205,Fest,94.61,79.96,14.66,Lunch,Complex,0.5857142857142857,73.17743586612644,6923.3172072942225,1072.7812097974138
2023-07-20,Thursday,Cloudy,346,Sports Day,172.42,158.08,14.34,Breakfast,Medium,0.9885714285714285,46.04558779905327,7939.180248312765,660.293729038424
2023-07-21,Friday,Cloudy,398,Sports Day,164.64,150.2,14.44,Breakfast,Medium,1.1371428571428572,46.07325042151473,7585.499949398184,665.2977360866727
2023-07-22,Saturday,Sunny,368,Seminar,157.37,124.45,32.92,Breakfast,Complex,1.0514285714285714,49.25743089344944,7751.641899702138,1621.5546250123557
2023-07-23,Sunday,Rainy,346,Fest,184.08,169.01,15.07,Breakfast,Simple,0.9885714285714285,48.34927357601031,8900.134279871978,728.6235527904754
2023-07-24,Monday,Cloudy,364,Sports Day,160.02,145.16,14.85,Dinner,Simple,1.04,94.97575917858799,15198.020983757651,1410.3900238020317
2023-07-25,Tuesday,Rainy,389,Seminar,171.44,153.64,17.8,Breakfast,Medium,1.1114285714285714,42.18417236699289,7232.054510597261,750.8782681324735
2023-07-26,Wednesday,Humid,209,,89.26,73.94,15.32,Lunch,Complex,0.5971428571428572,69.42719092901488,6197.071062323869,1063.6245650325081
2023-07-27,Thursday,Humid,232,Sports Day,106.6,99.67,6.93,Lunch,Complex,0.6628571428571428,64.94360876857287,6922.988694729868,450.05920876620996
2023-07-28,Friday,Rainy,221,,119.17,92.84,26.33,Lunch,Medium,0.6314285714285715,86.61006615361487,10321.321583526284,2280.4430418246793
2023-07-29,Saturday,Rainy,323,Sports Day,143.48,120.58,22.89,Lunch,Simple,0.9228571428571428,65.12573885738453,9344.241011257533,1490.728162445532
2023-07-30,Sunday,Cloudy,150,,73.79,58.7,15.09,Lunch,Medium,0.42857142857142855,79.6834804554961,5879.844022811058,1202.423720073436
2023-07-31,Monday,Cloudy,160,,81.22,75.46,5.76,Breakfast,Simple,0.45714285714285713,35.745008507414596,2903.2095909722134,205.89124900270807
2023-08-01,Tuesday,Rainy,368,Sports Day,171.0,145.76,25.23,Dinner,Medium,1.0514285714285714,83.85741586184957,14339.618112376278,2115.722602194465
2023-08-02,Wednesday,Sunny,201,,88.43,81.64,6.79,Breakfast,Complex,0.5742857142857143,39.873085813539525,3525.9769784913005,270.7382526739334
2023-08-03,Thursday,Cloudy,259,Sports Day,110.3,99.97,10.33,Lunch,Complex,0.74,64.71239366668777,7137.7770214356615,668.4790265768847
2023-08-04,Friday,Cloudy,335,Seminar,140.09,126.33,13.75,Lunch,Medium,0.9571428571428572,68.79175050676412,9637.036328492586,945.8865694680067
2023-08-05,Saturday,Cloudy,198,Sports Day,106.1,98.8,7.3,Lunch,Medium,0.5657142857142857,60.53761540752608,6423.040994738517,441.92459247494037
2023-08-06,Sunday,Cloudy,260,Fest,143.47,113.71,29.76,Dinner,Simple,0.7428571428571429,103.5595441978193,14857.687806061136,3081.9320353271028
2023-08-07,Monday,Cloudy,376,Seminar,174.23,142.1,32.13,Dinner,Simple,1.0742857142857143,76.35533317272785,13303.389698684374,2453.296854839746
2023-08-08,Tuesday,Sunny,325,Seminar,158.54,123.94,34.6,Lunch,Simple,0.9285714285714286,66.1831760396692,10492.680729329155,2289.9378909725547
2023-08-09,Wednesday,Sunny,154,,76.37,63.56,12.81,Lunch,Simple,0.44,61.81521624401308,4720.8280645552795,791.8529200858076
2023-08-10,Thursday,Rainy,350,Sports Day,172.79,159.64,13.15,Lunch,Medium,1.0,61.053377952880744,10549.413176478263,802.8519200803818
2023-08-11,Friday,Rainy,366,Seminar,213.03,191.33,21.7,Dinner,Complex,1.0457142857142858,107.24678892498892,22846.78344469039,2327.2553196722597
2023-08-12,Saturday,Sunny,353,Seminar,175.93,166.26,9.67,Lunch,Complex,1.0085714285714287,66.19986488006536,11646.5422283499,640.152693390232
2023-08-13,Sunday,Sunny,380,Sports Day,225.32,196.28,29.04,Dinner,Complex,1.0857142857142856,73.51010784817692,16563.297500351222,2134.7335319110575
2023-08-14,Monday,Humid,361,Sports Day,161.75,127.53,34.22,Dinner,Complex,1.0314285714285714,78.23867024375056,12655.104911926654,2677.327295741144
2023-08-15,Tuesday,Sunny,236,Sports Day,139.25,132.13,7.12,Dinner,Complex,0.6742857142857143,108.2214888760141,15069.842325984964,770.5370007972205
2023-08-16,Wednesday,Rainy,331,Seminar,181.14,136.53,44.61,Dinner,Complex,0.9457142857142857,83.4312997745556,15112.745641163,3721.8702829429253
2023-08-17,Thursday,Rainy,423,Fest,214.77,186.04,28.72,Dinner,Simple,1.2085714285714286,102.98055275531608,22117.133315259238,2957.601475132678
2023-08-18,Friday,Sunny,220,,96.92,82.52,14.4,Lunch,Medium,0.6285714285714286,67.04136054600112,6497.648664118428,965.395591862416
2023-08-19,Saturday,Rainy,267,Seminar,130.39,115.08,15.3,Lunch,Simple,0.7628571428571429,67.5692404095947,8810.353257007051,1033.8093782667988
2023-08-20,Sunday,Sunny,179,,78.0,65.43,12.57,Dinner,Simple,0.5114285714285715,76.00035575333652,5928.027748760249,955.3244718194401
2023-08-21,Monday,Rainy,290,Fest,128.73,112.26,16.47,Lunch,Simple,0.8285714285714286,81.48304524443566,10489.312414316202,1342.0257551758552
2023-08-22,Tuesday,Humid,349,Sports Day,177.54,159.16,18.38,Dinner,Simple,0.9971428571428571,91.85306955090087,16307.59396806694,1688.2594183455578
2023-08-23,Wednesday,Rainy,305,,125.34,96.62,28.72,Lunch,Medium,0.8714285714285714,78.39793988542743,9826.397785239475,2251.588833509476
2023-08-24,Thursday,Humid,223,,98.16,77.31,20.85,Dinner,Medium,0.6371428571428571,83.91569416161475,8237.164538904104,1749.6422232696677
2023-08-25,Friday,Rainy,307,Seminar,135.67,116.17,19.5,Dinner,Simple,0.8771428571428571,71.50016590549001,9700.427508397828,1394.253235157055
2023-08-26,Saturday,Cloudy,219,Sports Day,88.52,78.49,10.03,Dinner,Medium,0.6257142857142857,93.88918448597556,8311.070610698556,941.7085203943349
2023-08-27,Sunday,Humid,153,,71.17,65.92,5.26,Breakfast,Simple,0.43714285714285717,38.6703983759974,2752.1722524197353,203.40629545774632
2023-08-28,Monday,Cloudy,208,Fest,108.25,91.0,17.26,Dinner,Complex,0.5942857142857143,99.18718314990244,10737.012575976938,1711.9707811673163
2023-08-29,Tuesday,Sunny,303,Seminar,149.37,122.13,27.24,Lunch,Simple,0.8657142857142858,77.97137704168267,11646.584588716141,2123.940310615436
2023-08-30,Wednesday,Sunny,228,Fest,118.24,106.29,11.95,Dinner,Simple,0.6514285714285715,80.36227650820635,9502.035574330319,960.3292042730658
2023-08-31,Thursday,Rainy,291,Sports Day,173.78,148.65,25.13,Breakfast,Simple,0.8314285714285714,45.4064492572265,7890.732751920821,1141.064069834102
2023-09-01,Friday,Cloudy,364,Sports Day,190.28,157.7,32.58,Dinner,Medium,1.04,108.16572648677473,20581.774435903495,3524.0393689391203
2023-09-02,Saturday,Cloudy,263,Seminar,140.27,126.94,13.34,Breakfast,Complex,0.7514285714285714,40.52524177463536,5684.4756637281025,540.6067252736357
2023-09-03,Sunday,Sunny,274,Seminar,159.68,123.94,35.74,Lunch,Medium,0.7828571428571428,68.23776196425102,10896.205830451603,2438.817612602332
2023-09-04,Monday,Rainy,408,Seminar,172.15,142.88,29.27,Breakfast,Complex,1.1657142857142857,46.45979976558722,7998.05452964584,1359.8783391387378
2023-09-05,Tuesday,Humid,302,Fest,136.95,103.71,33.24,Breakfast,Complex,0.8628571428571429,38.586062009571,5284.361192210748,1282.60070119814
2023-09-06,Wednesday,Humid,243,Fest,133.35,101.78,31.57,Lunch,Medium,0.6942857142857143,81.76822796940104,10903.793199719628,2581.4229569939907
2023-09-07,Thursday,Humid,270,Fest,122.37,102.73,19.65,Dinner,Complex,0.7714285714285715,78.0072025107771,9545.741371243796,1532.84152933677
2023-09-08,Friday,Cloudy,368,Fest,191.37,178.44,12.93,Breakfast,Complex,1.0514285714285714,41.44794595049387,7931.893416546011,535.9219411398857
2023-09-09,Saturday,Humid,324,,139.72,120.46,19.25,Breakfast,Simple,0.9257142857142857,44.279199393197764,6186.6897392175915,852.374588319057
2023-09-10,Sunday,Humid,281,Fest,148.11,127.07,21.04,Breakfast,Simple,0.8028571428571428,46.55562650035477,6895.353840967546,979.5303815674644
2023-09-11,Monday,Rainy,334,,152.35,116.52,35.83,Breakfast,Complex,0.9542857142857143,41.22011970676944,6279.8852373263235,1476.916889093549
2023-09-12,Tuesday,Sunny,250,,131.99,114.26,17.72,Lunch,Simple,0.7142857142857143,81.30655349300855,10731.651995542199,1440.7521278961115
2023-09-13,Wednesday,Rainy,235,Sports Day,130.41,116.64,13.77,Dinner,Medium,0.6714285714285714,75.87874826152887,9895.34756078598,1044.8503635612526
2023-09-14,Thursday,Humid,186,,98.54,90.6,7.95,Lunch,Complex,0.5314285714285715,88.61662778496274,8732.282501930229,704.5021908904538
2023-09-15,Friday,Humid,231,Fest,114.43,108.66,5.78,Dinner,Simple,0.66,79.57035908759167,9105.236190393116,459.91667552627985
2023-09-16,Saturday,Humid,202,Fest,84.94,66.5,18.43,Dinner,Complex,0.5771428571428572,82.43530506016113,7002.054811810086,1519.2826722587695
2023-09-17,Sunday,Sunny,349,Fest,200.46,163.85,36.61,Dinner,Simple,0.9971428571428571,86.58965337820081,17357.761916194133,3170.0472101759315
2023-09-18,Monday,Humid,190,Fest,86.22,81.0,5.23,Breakfast,Simple,0.5428571428571428,47.389985406196715,4085.9645417222805,247.84962367440883
2023-09-19,Tuesday,Cloudy,282,Fest,156.25,142.12,14.13,Breakfast,Simple,0.8057142857142857,39.02801083417837,6098.12669284037,551.4657930869404
2023-09-20,Wednesday,Humid,205,Sports Day,114.98,107.47,7.51,Dinner,Complex,0.5857142857142857,90.0002414789694,10348.227765251902,675.9018135070602
2023-09-21,Thursday,Rainy,374,Sports Day,223.35,185.19,38.16,Breakfast,Medium,1.0685714285714285,40.90940987140432,9137.116694778155,1561.1030806927888
2023-09-22,Friday,Humid,231,Seminar,104.12,98.3,5.82,Lunch,Simple,0.66,89.80742213015735,9350.748792191984,522.6791967975158
2023-09-23,Saturday,Humid,351,Seminar,150.4,123.26,27.13,Dinner,Simple,1.002857142857143,107.58093957272726,16180.173311738181,2918.6708906080903
2023-09-24,Sunday,Sunny,266,,114.07,93.52,20.55,Breakfast,Medium,0.76,36.43991339476575,4156.700920940929,748.8402202624362
2023-09-25,Monday,Humid,257,Fest,121.86,106.03,15.82,Breakfast,Medium,0.7342857142857143,40.77196517816976,4968.471676611766,645.0124891186456
2023-09-26,Tuesday,Rainy,239,,142.03,109.72,32.31,Lunch,Complex,0.6828571428571428,87.00551729774011,12357.393621798028,2811.1482638899834
2023-09-27,Wednesday,Cloudy,303,Fest,126.74,108.4,18.35,Dinner,Complex,0.8657142857142858,97.72438480290205,12385.588529919805,1793.2424611332528
2023-09-28,Thursday,Humid,238,,116.48,98.54,17.94,Breakfast,Complex,0.68,44.69567848548846,5206.152629989696,801.840472029663
2023-09-29,Friday,Rainy,213,,123.05,104.56,18.48,Breakfast,Medium,0.6085714285714285,36.04468094596648,4435.297990401175,666.1057038814606
2023-09-30,Saturday,Rainy,375,Seminar,182.5,137.15,45.34,Dinner,Medium,1.0714285714285714,95.76401088429982,17476.931986384716,4341.940253494155
2023-10-01,Sunday,Humid,208,Sports Day,109.28,88.15,21.13,Lunch,Complex,0.5942857142857143,83.35249773670873,9108.76095266753,1761.2382771766554
2023-10-02,Monday,Humid,188,,108.15,95.04,13.11,Lunch,Complex,0.5371428571428571,62.704969668271445,6781.542469623557,822.0621523510387
2023-10-03,Tuesday,Humid,181,,94.54,78.82,15.71,Dinner,Medium,0.5171428571428571,77.26090614534272,7304.246066980701,1213.768835543334
2023-10-04,Wednesday,Cloudy,307,Seminar,172.74,138.71,34.03,Dinner,Simple,0.8771428571428571,89.88661887494158,15527.014544457408,3058.841640314262
2023-10-05,Thursday,Cloudy,373,Seminar,221.1,193.27,27.83,Breakfast,Complex,1.0657142857142856,42.15497859390196,9320.465767111722,1173.1730542682915
2023-10-06,Friday,Rainy,326,Sports Day,178.27,134.28,43.99,Lunch,Complex,0.9314285714285714,88.60909467900086,15796.343308425485,3897.9140749292483
2023-10-07,Saturday,Cloudy,269,Sports Day,119.37,91.32,28.04,Dinner,Simple,0.7685714285714286,93.23259489042604,11129.174852070157,2614.241960727546
2023-10-08,Sunday,Cloudy,284,Fest,149.83,119.29,30.54,Dinner,Simple,0.8114285714285714,100.89529426040713,15117.141939036801,3081.3422867128334
2023-10-09,Monday,Rainy,385,Seminar,211.56,176.51,35.06,Lunch,Simple,1.1,68.24177445734868,14437.229804196688,2392.556612474645
2023-10-10,Tuesday,Sunny,379,Seminar,216.44,193.41,23.03,Dinner,Complex,1.082857142857143,85.03108443041874,18404.127914119832,1958.2658744325438
2023-10-11,Wednesday,Rainy,293,Seminar,170.25,133.27,36.98,Dinner,Complex,0.8371428571428572,85.26570092952477,14516.485583251591,3153.1256203738258
2023-10-12,Thursday,Humid,219,Fest,91.78,79.76,12.02,Breakfast,Simple,0.6257142857142857,45.849130096668794,4208.033160272262,551.1065437619588
2023-10-13,Friday,Humid,310,Sports Day,184.82,169.3,15.51,Dinner,Medium,0.8857142857142857,93.59746773585047,17298.683986939883,1451.6967245830408
2023-10-14,Saturday,Humid,346,Fest,192.78,176.78,16.0,Lunch,Medium,0.9885714285714285,87.94893415569746,16954.795526535356,1407.1829464911593
2023-10-15,Sunday,Humid,246,,100.61,76.63,23.98,Breakfast,Complex,0.7028571428571428,40.010131880482696,4025.419368495364,959.4429624939751
2023-10-16,Monday,Rainy,286,Fest,122.9,108.19,14.71,Dinner,Simple,0.8171428571428572,71.75282276557836,8818.42191788958,1055.4840228816577
2023-10-17,Tuesday,Humid,355,Fest,158.21,130.85,27.36,Breakfast,Medium,1.0142857142857142,43.35248419005281,6858.796523708256,1186.123967439845
2023-10-18,Wednesday,Rainy,226,Sports Day,119.26,92.15,27.1,Breakfast,Simple,0.6457142857142857,37.11643110252837,4426.5055732875335,1005.8552828785188
2023-10-19,Thursday,Sunny,364,Sports Day,197.09,185.68,11.41,Dinner,Simple,1.04,88.09822347719918,17363.27886512119,1005.2007298748428
2023-10-20,Friday,Humid,246,Seminar,119.57,92.85,26.71,Dinner,Complex,0.7028571428571428,91.13731284577285,10897.28849696906,2434.277626110593
2023-10-21,Saturday,Humid,283,Fest,157.8,141.12,16.68,Breakfast,Medium,0.8085714285714286,49.0523193214949,7740.455988931895,818.1926862825349
2023-10-22,Sunday,Cloudy,337,,153.56,119.18,34.38,Dinner,Simple,0.9628571428571429,98.55961099589925,15134.81386453029,3388.4794260390163
2023-10-23,Monday,Rainy,243,Sports Day,139.07,105.8,33.27,Lunch,Simple,0.6942857142857143,77.69806076771972,10805.469310966782,2585.0144817420355
2023-10-24,Tuesday,Rainy,383,Fest,195.76,165.24,30.52,Dinner,Complex,1.0942857142857143,106.25705874724756,20800.88182036118,3242.965432965995
2023-10-25,Wednesday,Rainy,237,Seminar,119.03,91.22,27.81,Breakfast,Medium,0.6771428571428572,48.88289757178454,5818.531297969514,1359.433381471328
2023-10-26,Thursday,Rainy,411,Sports Day,177.2,147.9,29.3,Breakfast,Simple,1.1742857142857144,43.836062544212055,7767.750282834376,1284.3966325454132
2023-10-27,Friday,Rainy,316,,139.56,105.55,34.01,Lunch,Simple,0.9028571428571428,74.05211618280944,10334.713334472886,2518.512471377349
2023-10-28,Saturday,Humid,218,Sports Day,121.1,103.29,17.8,Dinner,Medium,0.6228571428571429,76.54759244392206,9269.91344495896,1362.5471455018126
2023-10-29,Sunday,Sunny,212,Seminar,102.52,79.85,22.68,Breakfast,Complex,0.6057142857142858,41.10437869712205,4214.020904028953,932.2473088507281
2023-10-30,Monday,Humid,331,Seminar,157.87,127.61,30.26,Dinner,Complex,0.9457142857142857,88.36439732891866,13950.087406316388,2673.906663173079
2023-10-31,Tuesday,Sunny,400,Seminar,195.18,168.12,27.07,Dinner,Complex,1.1428571428571428,89.1291429810891,17396.226127048973,2412.725900498082
2023-11-01,Wednesday,Sunny,261,Seminar,125.37,94.32,31.05,Dinner,Medium,0.7457142857142857,101.68077306603644,12747.718519288988,3157.1880037004316
2023-11-02,Thursday,Sunny,236,Seminar,106.21,95.21,10.99,Dinner,Complex,0.6742857142857143,70.89444910164136,7529.699439085328,779.1299956270385
2023-11-03,Friday,Cloudy,270,Seminar,144.97,129.01,15.96,Breakfast,Medium,0.7714285714285715,43.700223870214764,6335.221454465034,697.4555729686276
2023-11-04,Saturday,Humid,240,Sports Day,120.83,103.72,17.11,Dinner,Complex,0.6857142857142857,77.39977047652017,9352.214266677933,1324.3100728532602
2023-11-05,Sunday,Cloudy,172,,74.85,62.07,12.78,Lunch,Complex,0.49142857142857144,79.68489945245065,5964.414724015931,1018.3730150023192
2023-11-06,Monday,Rainy,261,Sports Day,143.96,118.01,25.95,Dinner,Simple,0.7457142857142857,102.27684422011122,14723.77449392721,2654.084107511886
2023-11-07,Tuesday,Rainy,191,,114.35,104.74,9.6,Breakfast,Complex,0.5457142857142857,49.454627739050025,5655.13668196037,474.7644262948802
2023-11-08,Wednesday,Rainy,397,Fest,205.15,167.56,37.59,Dinner,Complex,1.1342857142857143,80.66045531590783,16547.49240805849,3032.026515324975
2023-11-09,Thursday,Cloudy,247,Fest,124.43,101.19,23.24,Lunch,Medium,0.7057142857142857,80.76084775383372,10049.07228600953,1876.8821017990954
2023-11-10,Friday,Cloudy,350,Sports Day,145.0,128.96,16.03,Dinner,Simple,1.0,82.26871764936392,11928.964059157768,1318.7675439193038
2023-11-11,Saturday,Humid,321,,190.52,147.52,43.0,Breakfast,Complex,0.9171428571428571,44.37161541117787,8453.68016813761,1907.9794626806483
